timestamp,user_id,url,request_type,status_code,user_agent
2025-01-01T00:00:55,164.57.12.190,/api/products,GET,400,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1
2025-01-01T00:00:56,132.121.142.172,/home,POST,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:00:57,164.57.12.190,/,GET,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1
2025-01-01T00:00:58,109.16.15.24,/contact,GET,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:00:59,98.138.112.176,/settings,PUT,201,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:01:00,21.214.161.240,/services,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:01:01,64.38.226.207,/categories/9748d8eb,POST,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1
2025-01-01T00:01:02,50.35.23.170,/posts/05e33017,GET,400,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:01:03,59.148.40.219,/services,GET,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:01:04,110.199.2.181,/news,POST,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:01:05,55.232.167.87,/,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:01:06,164.57.12.190,/posts/3a3fb478,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:01:07,164.57.12.190,/,POST,200,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:01:08,37.101.205.129,/categories/2fef9529,DELETE,200,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:01:09,51.214.112.115,/home,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:01:10,164.57.12.190,/,GET,200,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:01:11,56.119.13.144,/contact,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:01:12,56.119.13.144,/home,GET,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1
2025-01-01T00:01:13,17.197.195.153,/products,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:01:14,84.28.117.211,/logout,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:01:15,142.150.185.148,/,GET,201,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:01:16,84.28.117.211,/products,PUT,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:01:17,224.6.145.121,/api/users,GET,200,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:01:18,12.180.173.209,/users/06e7a9ac,POST,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:01:19,63.44.142.226,/posts/8462735c,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:01:20,71.125.114.36,/,GET,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:01:21,71.125.114.36,/api/data,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:01:22,109.16.15.24,/api/products,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:01:23,245.134.91.130,/logout,GET,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1
2025-01-01T00:01:24,36.79.39.76,/,PUT,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1
2025-01-01T00:01:25,76.111.29.149,/,POST,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1
2025-01-01T00:01:26,196.82.0.154,/users/6d1a22d2,POST,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:01:27,196.172.52.24,/register,GET,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:01:28,85.238.212.16,/,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:01:29,166.153.234.81,/login,GET,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1
2025-01-01T00:01:30,187.125.83.119,/home,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:01:31,224.216.108.238,/terms,DELETE,404,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:01:32,35.99.196.247,/about,POST,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:01:33,71.125.114.36,/home,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:01:34,179.151.65.50,/categories/d3046597,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:01:35,151.142.3.195,/about,GET,200,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:01:36,188.248.35.251,/contact,GET,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:01:37,189.52.44.152,/posts/9dc6f385,GET,404,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:01:38,11.157.186.231,/,GET,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:01:39,189.52.44.152,/,GET,200,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:01:40,51.214.112.115,/categories/c39138d4,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:01:41,189.52.44.152,/,GET,200,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:01:42,142.150.185.148,/about,DELETE,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:01:43,30.115.76.233,/services,POST,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:01:44,25.220.181.109,/items/3699568a,GET,400,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:01:45,13.244.80.15,/users/e5f2a6de,GET,404,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1
2025-01-01T00:01:46,60.135.101.109,/about,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:01:47,100.214.112.125,/blog,POST,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:01:48,56.119.13.144,/products,POST,304,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:01:49,168.255.202.227,/,GET,201,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:01:50,60.51.194.72,/news,GET,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1
2025-01-01T00:01:51,240.36.87.137,/,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:01:52,89.135.22.187,/posts/9dc6f385,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:01:53,109.16.15.24,/users/bde4cb93,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:01:54,54.220.164.120,/items/d10b6d5b,GET,201,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:01:55,102.7.135.138,/contact,GET,400,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:01:56,221.50.25.167,/contact,POST,404,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:01:57,133.231.61.64,/,GET,200,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:01:58,50.35.23.170,/,GET,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1
2025-01-01T00:01:59,235.234.73.68,/contact,GET,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1
2025-01-01T00:02:00,71.125.114.36,/api/users,GET,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1
2025-01-01T00:02:01,112.80.232.1,/items/0cf213cf,PUT,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:02:02,109.16.15.24,/posts/d343b108,GET,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:02:03,164.57.12.190,/,GET,304,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:02:04,78.137.252.38,/terms,GET,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:02:05,103.124.75.168,/categories/c9755b05,DELETE,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:02:06,73.195.214.248,/about,GET,404,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1
2025-01-01T00:02:07,36.126.134.192,/categories/d3046597,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:02:08,109.16.15.24,/about,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:02:09,179.151.65.50,/api/data,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:02:10,109.16.15.24,/,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:02:11,51.214.112.115,/products/931e9551,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:02:12,122.84.135.136,/users/adb8456f,GET,304,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:02:13,170.41.80.62,/contact,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:02:14,196.172.52.24,/users/97e86922,GET,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:02:15,62.158.240.232,/,POST,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:02:16,164.57.12.190,/about,POST,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1
2025-01-01T00:02:17,129.220.91.28,/home,DELETE,304,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:02:18,164.57.12.190,/services,GET,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1
2025-01-01T00:02:19,65.89.56.170,/about,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:02:20,9.161.205.69,/products/4532b297,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:02:21,56.119.13.144,/posts/bec7a4a3,PUT,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1
2025-01-01T00:02:22,72.47.22.236,/posts/9dc6f385,GET,304,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:02:23,151.117.112.2,/posts/0dea2ede,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:02:24,109.16.15.24,/posts/3a3fb478,GET,304,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:02:25,139.7.47.238,/about,GET,304,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:02:26,15.123.40.22,/products,POST,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:02:27,164.57.12.190,/about,DELETE,200,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:02:28,189.52.44.152,/,POST,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:02:29,225.68.135.30,/categories/2fef9529,POST,400,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:02:30,207.81.216.88,/,PUT,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:02:31,242.176.153.164,/,GET,201,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:02:32,150.219.204.93,/products/d36af117,PUT,304,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:02:33,189.52.44.152,/logout,POST,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:02:34,171.4.238.231,/users/22499e97,GET,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:02:35,164.57.12.190,/terms,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:02:36,196.172.52.24,/,GET,304,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:02:37,71.125.114.36,/search,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:02:38,240.242.124.201,/products/0e7163a3,POST,200,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:02:39,91.107.136.180,/,GET,200,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:02:40,51.214.112.115,/,POST,304,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:02:41,109.16.15.24,/categories/775aad37,GET,200,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:02:42,189.52.44.152,/contact,DELETE,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:02:43,244.249.167.149,/home,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:02:44,74.40.177.237,/about,GET,304,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:02:45,164.57.12.190,/services,DELETE,400,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:02:46,250.43.48.130,/items/3699568a,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:02:47,151.142.3.195,/categories/c39138d4,GET,200,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:02:48,56.119.13.144,/products/d36af117,DELETE,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:02:49,151.142.3.195,/about,GET,404,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:02:50,164.57.12.190,/settings,POST,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:02:51,196.172.52.24,/users/2bb32e76,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:02:52,164.57.12.190,/privacy,POST,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:02:53,118.63.193.21,/posts/d343b108,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:02:54,109.16.15.24,/categories/8b6cc0cd,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:02:55,109.16.15.24,/,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:02:56,219.247.54.61,/about,GET,304,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:02:57,59.148.40.219,/home,GET,304,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:02:58,164.101.78.96,/,POST,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:02:59,164.57.12.190,/home,POST,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1
2025-01-01T00:03:00,55.232.167.87,/users/2bb32e76,POST,404,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:03:01,51.214.112.115,/posts/95329e0f,GET,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:03:02,21.214.161.240,/privacy,POST,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:03:03,89.135.22.187,/home,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:03:04,118.63.193.21,/,POST,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1
2025-01-01T00:03:05,50.35.23.170,/api/data,GET,200,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:03:06,84.28.117.211,/api/users,GET,200,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:03:07,228.54.79.70,/login,POST,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:03:08,151.142.3.195,/,GET,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:03:09,186.152.250.222,/login,POST,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1
2025-01-01T00:03:10,197.248.98.58,/contact,GET,201,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:03:11,83.96.122.147,/,GET,304,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:03:12,89.135.22.187,/users/17d186a1,PUT,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:03:13,147.118.19.234,/,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
2025-01-01T00:03:14,42.102.70.224,/posts/2af1123d,GET,304,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:03:15,84.28.117.211,/privacy,PUT,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:03:16,71.125.114.36,/home,GET,200,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:03:17,210.153.53.241,/api/products,POST,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) Safari/605.1
2025-01-01T00:03:18,225.68.135.30,/home,DELETE,304,Mozilla/5.0 (X11; Linux x86_64) Firefox/121.0
2025-01-01T00:03:19,194.226.218.213,/about,GET,200,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:03:20,164.57.12.190,/services,GET,404,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0
2025-01-01T00:03:21,164.57.12.190,/home,GET,200,Mozilla/5.0 (iPad; CPU OS 17_0) AppleWebKit/605.1.15
2025-01-01T00:03:22,51.214.112.115,/api/data,GET,200,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0) Mobile/15E148
